keyword,canonical_keyword,volume,kd,cpc,serp_features,topical_silo,primary_entity,entity_id,entity_type,parent_entity,intent,intent_detail,geo_modifier,comparison_entity_a,comparison_entity_b,cluster_key,cluster_label,recommended_page_type,recommended_action,suggested_url,entity_existing_page,needs_manual_review,current_url,current_position,current_traffic,competitor_url,updated
how much is mcdonald's fries,mcdonald's fries price,30,50,0.8,"People also ask, Sitelinks, Top stories, Thumbnail",Fries & Sides,Fries & Sides,fries-sides,menu_guide,,commercial,price_value,,,,fries-sides__price_value,Fries & Sides - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/fries-sides/,Yes,No,,,,https://www.mac-menus.com/,2026-04-11 06:40:52
does mcdonald's have extra large drinks,mcdonalds drink menu,30,0,0,"AI Overview, People also ask, Sitelinks, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_menu,,,,beverages-drinks__overview_menu,Beverages & Drinks - overview menu,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-16 09:38:17
how many calories in a bacon mcgriddle,mcgriddle calories,30,0,0,"AI Overview, Thumbnail, People also ask, Video preview",Breakfast,McGriddle,breakfast-mcgriddle,product_family,Breakfast Menu,nutrition,nutrition_macros,,,,breakfast-mcgriddle__nutrition_macros,McGriddle - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/bacon-egg-cheese-mcgriddles/,2026-04-09 00:54:55
mcdonalds menu for breakfast,mcdonald's menu,30,10,0,"People also ask, Top stories, Thumbnail, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-breakfast-menu-breakfast-meals-more-2025/,2026-04-16 17:02:47
how much are mcdonalds drinks,how much is a large drink at mcdonald's,30,13,0.73,"People also ask, Sitelinks, Video preview, Top stories, Thumbnail",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,commercial,price_value,,,,beverages-drinks__price_value,Beverages & Drinks - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-25 03:59:34
mcdonalds dressings,mcdonald's food,30,3,0,"People also ask, AI Overview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/mcdonalds-dipping-sauces-condiments-menu/,2026-04-15 18:37:02
mcdonald's fish sandwich sodium content,calories in filet o fish,30,1,0,"AI Overview, Thumbnail, People also ask",Chicken & Fish,Filet-O-Fish,chicken-filet-o-fish,product_variant,Chicken & Fish Menu,nutrition,nutrition_macros,,,,chicken-filet-o-fish__nutrition_macros,Filet-O-Fish - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/filet-o-fish/,Yes,No,,,,https://www.mac-menus.com/filet-o-fish/,2026-04-20 09:54:35
mcdonalds bundle box price,mcdonald's bundle box,30,35,0.61,People also ask,Value & Deals,Shareables & Bundles,shareables-bundles,support_page,,commercial,price_value,,,,shareables-bundles__price_value,Shareables & Bundles - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/shareables-bundles/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-shareables-bundles/,2026-04-28 21:55:52
large frappe calories,mcdonalds frappe calories,30,1,0,"AI Overview, Thumbnail, People also ask",McCafe Coffees,Frappe,coffee-frappe,product_family,McCafe Coffees,nutrition,nutrition_macros,,,,coffee-frappe__nutrition_macros,Frappe - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/caramel-frappe/,2026-04-19 17:42:56
mcdonalds milkshakes prices,mcdonald's ice cream price,30,14,0,"People also ask, Sitelinks",Sweets & Treats,Sweets & Treats,sweets-treats,menu_guide,,commercial,price_value,,,,sweets-treats__price_value,Sweets & Treats - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/sweets-treats/,Yes,No,,,,https://www.mac-menus.com/,2026-04-23 10:54:02
mcdonald's iced caramel macchiato caffeine,how much caffeine is in a iced caramel macchiato,30,3,0,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",McCafe Coffees,McCafe Iced Caramel Macchiato,coffee-mccafe-iced-caramel-macchiato,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,,,coffee-mccafe-iced-caramel-macchiato__nutrition_caffeine,McCafe Iced Caramel Macchiato - nutrition caffeine,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/iced-caramel-macchiato/,2026-04-06 05:41:57
calories in big breakfast,mcdonald's big breakfast calories,30,0,0,"AI Overview, People also ask",Breakfast,Big Breakfast,bfast-big-breakfast,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-big-breakfast__nutrition_macros,Big Breakfast - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/big-breakfast/,Yes,No,,,,https://www.mac-menus.com/big-breakfast/,2026-05-02 20:32:16
dollar menu mcdonald,mcdonald's value menu with prices,30,10,0,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",Value & Deals,Deals & McValue Guide,deals-mcvalue-guide,support_page,,commercial,price_value,,,,deals-mcvalue-guide__price_value,Deals & McValue Guide - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/,2026-04-29 21:45:54
calories in egg and cheese mcmuffin,sausage egg and cheese mcmuffin calories,30,0,0.66,"AI Overview, Thumbnail, Video preview, People also ask",Breakfast,McMuffin,breakfast-mcmuffin,product_family,Breakfast Menu,nutrition,nutrition_macros,,,,breakfast-mcmuffin__nutrition_macros,McMuffin - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/,Yes,No,,,,https://www.mac-menus.com/egg-mcmuffin/,2026-05-03 10:14:13
mcdonald's sausage and egg mcmuffin calories,sausage egg mcmuffin calories,30,2,0.57,"Knowledge card, AI Overview, People also ask",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,nutrition,nutrition_macros,,,,bfast-egg-mcmuffin__nutrition_macros,Egg McMuffin - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/sausage-mcmuffin-with-egg/,2026-05-03 21:51:22
mcdonals cookie,mcdonald's food,30,0,0.72,"People also ask, Sitelinks, Top stories, Thumbnail, Video preview",Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_general,,,,menu-hub__overview_general,McDonald's Menu - overview general,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/chocolate-chip-cookie/,2026-04-27 16:13:54
mcdonalds happy meal prices,how much is a happy meal at mcdonald's,30,45,0,"People also ask, Sitelinks",Happy Meal,Happy Meal,happy-meal,menu_guide,,commercial,price_value,,,,happy-meal__price_value,Happy Meal - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/happy-meal-menu/,Yes,No,,,,https://www.mac-menus.com/,2026-04-25 21:00:27
iced tea mcdonald's,mcdonalds drink,30,2,0,"AI Overview, Thumbnail, People also ask, Sitelinks",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,overview,overview_general,,,,beverages-drinks__overview_general,Beverages & Drinks - overview general,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/unsweetened-iced-tea/,2026-05-01 23:41:11
mcdonald's sweet tea gallon price,how much is a large sweet tea at mcdonald's,30,0,0.1,"AI Overview, Thumbnail, People also ask, Video preview",Beverages,Sweet Tea,bev-sweet-tea,product_family,Beverages & Drinks,commercial,price_value,,,,bev-sweet-tea__price_value,Sweet Tea - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/sweet-tea/,2026-04-30 13:01:14
medium coke,mcdonalds sprite,30,0,0,"AI Overview, Thumbnail, People also ask",Beverages,Soft Drink Small,bev-soft-drink-small,product_variant,Soft Drink,overview,overview_general,,,,bev-soft-drink-small__overview_general,Soft Drink Small - overview general,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/,Yes,No,,,,https://www.mac-menus.com/coca-cola/,2026-04-30 14:19:56
how much is a mcdonald's,mcdonald's menu with prices 2025,30,62,0.59,"AI Overview, Thumbnail, People also ask, Video preview, Sitelinks",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-28 10:38:39
how much is two cheeseburgers at mcdonald's,mcdonald's menu with prices 2025,30,55,0.51,"People also ask, Sitelinks, Top stories, Thumbnail",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-08 21:47:12
how much are kids meals at mcdonald's,mcdonald's menu with prices 2025,30,30,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums",Brand Core,McDonald's Menu,menu-hub,menu_hub,,commercial,price_value,,,,menu-hub__price_value,McDonald's Menu - price value,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,Yes,,,,https://www.mac-menus.com/,2026-04-27 12:29:09
mcdonald's kids meal calories,mcdonald's kids meal calories,30,31,0,"AI Overview, Thumbnail, People also ask",Happy Meal,Happy Meal,happy-happy-meal,product_family,Happy Meal,nutrition,nutrition_macros,,,,happy-happy-meal__nutrition_macros,Happy Meal - nutrition macros,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/happy-meal-menu/,Yes,No,,,,https://www.mac-menus.com/hamburger-happy-meal/,2026-04-25 00:12:33
how much are shamrock shakes at mcdonald's,how much is a shamrock shake,30,0,1,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",Limited Time,Limited Time Menu,limited-time-menu,support_page,,commercial,price_value,,,,limited-time-menu__price_value,Limited Time Menu - price value,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/limited-time-menu/,Yes,No,,,,https://www.mac-menus.com/limited-time-only-shamrock-shake/,2026-04-07 03:10:55
big mac nutrition label,how many calories in a big mac and fries,30,42,1.59,"People also ask, Knowledge panel",Burgers,Big Mac,burgers-big-mac,product_variant,Burgers Menu,nutrition,nutrition_macros,,,,burgers-big-mac__nutrition_macros,Big Mac - nutrition macros,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/big-mac/,Yes,No,,,,https://www.mac-menus.com/big-mac/,2026-05-05 11:38:30
mcdonald's mocha coffee price,how much is a large coffee at mcdonald's,30,28,0,"People also ask, Shopping, Thumbnail",McCafe Coffees,McCafe Coffees,mccafe-coffees,menu_guide,,commercial,price_value,,,,mccafe-coffees__price_value,McCafe Coffees - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/,Yes,No,,,,https://www.mac-menus.com/mocha-latte/,2026-04-10 22:06:16
how much is large drink at mcdonald's,how much is a large drink at mcdonald's,30,1,0,"AI Overview, People also ask, Top stories, Thumbnail, Video preview",Beverages,Beverages & Drinks,beverages-drinks,menu_guide,,commercial,price_value,,,,beverages-drinks__price_value,Beverages & Drinks - price value,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/,Yes,No,,,,https://www.mac-menus.com/mcdonalds-beverage-menu-with-price/,2026-04-30 16:44:00
nuggets mcdonalds price,mcdonald's 10 piece nuggets meal price,30,38,0,"AI Overview, Thumbnail, People also ask, Top stories, Video preview, Sitelinks",McNuggets & Strips,6 pc Chicken McNuggets,nuggets-6-pc-chicken-mcnuggets,product_variant,Chicken McNuggets,commercial,price_value,,,,nuggets-6-pc-chicken-mcnuggets__price_value,6 pc Chicken McNuggets - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/,Yes,No,,,,https://www.mac-menus.com/chicken-mcnuggets/,2026-04-24 04:41:12
how much is medium fries at mcdonald's,how much is a medium fry at mcdonald's,30,54,0.66,"People also ask, Top stories, Thumbnail, Video preview, Sitelinks",Fries & Sides,World Famous Fries Medium,sides-world-famous-fries-medium,product_variant,World Famous Fries,commercial,price_value,,,,sides-world-famous-fries-medium__price_value,World Famous Fries Medium - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-medium/,Yes,No,,,,https://www.mac-menus.com/,2026-04-25 21:38:17
mcdonald's 4 piece nugget price,how much is a 20 piece chicken nugget at mcdonald's,30,36,0.73,"AI Overview, Thumbnail, People also ask, Top stories, Bottom ads, Paid sitelinks",McNuggets & Strips,Chicken McNuggets,nuggets-chicken-mcnuggets,product_family,McNuggets & Strips,commercial,price_value,,,,nuggets-chicken-mcnuggets__price_value,Chicken McNuggets - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/nuggets-and-strips/,Yes,No,,,,https://www.mac-menus.com/4-piece-chicken-mcnuggets-happy-meal/,2026-04-25 22:27:28
20 chicken mcnuggets price,mcdonald's chicken nuggets price,30,12,0.63,"AI Overview, Thumbnail, Video preview, People also ask, Shopping, Sitelinks",Value & Deals,Chicken McNuggets,mcvalue-chicken-mcnuggets,product_family,McValue Menu,commercial,price_value,,,,mcvalue-chicken-mcnuggets__price_value,Chicken McNuggets - price value,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,Yes,No,,,,https://www.mac-menus.com/20-piece-chicken-mcnuggets/,2026-05-02 23:10:11
cost of an egg mcmuffin,egg mcmuffin price,30,1,0,"AI Overview, Thumbnail, People also ask, Sitelinks, Top stories",Breakfast,Egg McMuffin,bfast-egg-mcmuffin,product_variant,Breakfast Menu,commercial,price_value,,,,bfast-egg-mcmuffin__price_value,Egg McMuffin - price value,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-mcmuffin/,Yes,No,,,,https://www.mac-menus.com/egg-mcmuffin/,2026-04-11 06:12:53
mcdonald's menu mcchicken,mcdonald's menu,30,42,0.53,People also ask,Brand Core,McDonald's Menu,menu-hub,menu_hub,,overview,overview_menu,,,,menu-hub__overview_menu,McDonald's Menu - overview menu,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/,Yes,No,,,,https://www.mac-menus.com/mcchicken/,2026-04-27 14:49:21
